[Description]
Chute 0:,Not Ejected,Chute 1:,Attitude,Chute 2:,Altitude,Chute 3:,Timer,Chute 4:,Remote Forced
Launch 0:,Not Launched,Launch 1:,Launched
[Data]
TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz,Roll,Pitch,Yaw,maxG,T,P,P_alt,fix,Lon,Lat,Alt,VN,VE,VD,Chute,Launch,Canard1,Canard2,Canard3,Canard4
113279,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.40,38.90,12.60,104.61,73.35,173.77,23.49,42.71,1006.27,-1.15,3,126.7843704,37.3942451,42.12,0.00,-0.02,-0.01,1,1,1443,1468,1533,1483
113358,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.00,12.70,104.62,73.35,173.77,23.49,42.71,1006.27,-1.14,3,126.7843704,37.3942451,42.12,0.00,-0.02,-0.01,1,1,1443,1468,1533,1483
113432,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.40,38.90,12.50,104.61,73.35,173.76,23.49,42.71,1006.27,-1.14,3,126.7843704,37.3942451,42.11,-0.01,-0.03,-0.01,1,1,1443,1468,1533,1483
113521,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.80,13.10,104.62,73.35,173.77,23.49,42.71,1006.26,-1.12,3,126.7843704,37.3942451,42.11,-0.01,-0.03,-0.01,1,1,1443,1468,1533,1483
113600,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,13.10,104.62,73.35,173.77,23.49,42.71,1006.27,-1.13,3,126.7843704,37.3942451,42.11,-0.01,-0.03,-0.01,1,1,1443,1468,1533,1483
113674,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.30,12.80,104.62,73.35,173.77,23.49,42.71,1006.27,-1.13,3,126.7843704,37.3942451,42.11,-0.01,-0.03,-0.01,1,1,1443,1468,1533,1483
113737,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.90,12.20,104.62,73.35,173.77,23.49,42.71,1006.27,-1.13,3,126.7843704,37.3942451,42.10,-0.02,0.01,-0.03,1,1,1443,1468,1533,1483
113827,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.40,39.10,12.50,104.62,73.35,173.77,23.49,42.71,1006.27,-1.14,3,126.7843704,37.3942451,42.10,-0.02,0.01,-0.03,1,1,1443,1468,1533,1483
113901,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.10,39.30,12.80,104.62,73.35,173.77,23.49,42.71,1006.27,-1.14,3,126.7843704,37.3942451,42.10,-0.02,0.01,-0.03,1,1,1443,1468,1533,1483
113989,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.70,38.80,12.70,104.62,73.35,173.77,23.49,42.71,1006.27,-1.17,3,126.7843704,37.3942451,42.09,-0.05,0.01,-0.07,1,1,1443,1468,1533,1483
114054,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,38.80,12.50,104.63,73.35,173.78,23.49,42.71,1006.27,-1.17,3,126.7843704,37.3942451,42.09,-0.05,0.01,-0.07,1,1,1443,1468,1533,1483
114142,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.20,12.90,104.63,73.35,173.78,23.49,42.71,1006.27,-1.15,3,126.7843704,37.3942451,42.09,-0.05,0.01,-0.07,1,1,1443,1468,1533,1483
114206,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.10,39.60,12.40,104.63,73.35,173.78,23.49,42.71,1006.27,-1.14,3,126.7843704,37.3942451,42.07,0.02,0.02,0.03,1,1,1443,1468,1533,1483
114295,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.80,39.00,12.70,104.63,73.35,173.78,23.49,42.71,1006.26,-1.12,3,126.7843704,37.3942451,42.07,0.02,0.02,0.03,1,1,1443,1468,1533,1483
114368,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,12.70,104.62,73.35,173.78,23.49,42.71,1006.27,-1.13,3,126.7843704,37.3942451,42.07,0.02,0.02,0.03,1,1,1443,1468,1533,1483
114457,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.80,39.50,12.50,104.62,73.35,173.77,23.49,42.71,1006.26,-1.11,3,126.7843704,37.3942451,42.04,0.01,0.05,-0.02,1,1,1443,1468,1533,1483
114522,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.70,39.30,12.70,104.62,73.35,173.77,23.49,42.71,1006.26,-1.11,3,126.7843704,37.3942451,42.04,0.01,0.05,-0.02,1,1,1443,1468,1533,1483
114610,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.10,12.90,104.62,73.35,173.77,23.49,42.71,1006.26,-1.10,3,126.7843704,37.3942451,42.04,0.01,0.05,-0.02,1,1,1443,1468,1533,1483
114700,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.20,12.60,104.62,73.35,173.77,23.49,42.71,1006.26,-1.11,3,126.7843704,37.3942451,42.04,-0.03,-0.00,-0.01,1,1,1443,1468,1533,1483
114764,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.70,39.20,12.90,104.62,73.35,173.77,23.49,42.71,1006.27,-1.14,3,126.7843704,37.3942451,42.04,-0.03,-0.00,-0.01,1,1,1443,1468,1533,1483
114852,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.50,39.30,11.90,104.62,73.35,173.77,23.49,42.71,1006.27,-1.15,3,126.7843704,37.3942451,42.04,-0.03,-0.00,-0.01,1,1,1443,1468,1533,1483
114914,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.60,38.80,12.60,104.62,73.35,173.77,23.49,42.71,1006.27,-1.16,3,126.7843704,37.3942451,42.04,-0.03,-0.00,-0.01,1,1,1443,1468,1533,1483
114990,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.80,39.10,12.70,104.62,73.35,173.77,23.49,42.71,1006.27,-1.18,3,126.7843704,37.3942451,42.03,-0.03,-0.01,0.03,1,1,1443,1468,1533,1483
115079,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.90,39.10,12.70,104.62,73.35,173.77,23.49,42.71,1006.27,-1.15,3,126.7843704,37.3942451,42.03,-0.03,-0.01,0.03,1,1,1443,1468,1533,1483
115158,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.00,12.40,104.62,73.35,173.77,23.49,42.71,1006.27,-1.14,3,126.7843704,37.3942451,42.03,-0.03,-0.01,0.03,1,1,1443,1468,1533,1483
115233,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.20,12.30,104.62,73.35,173.77,23.49,42.71,1006.26,-1.09,3,126.7843704,37.3942451,42.02,-0.00,0.00,0.05,1,1,1443,1468,1533,1483
115308,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.30,12.90,104.61,73.35,173.76,23.49,42.71,1006.26,-1.08,3,126.7843704,37.3942451,42.02,-0.00,0.00,0.05,1,1,1443,1468,1533,1483
115385,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.00,39.30,12.40,104.61,73.35,173.77,23.49,42.71,1006.26,-1.09,3,126.7843704,37.3942451,42.02,-0.00,0.00,0.05,1,1,1443,1468,1533,1483
115461,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.20,12.60,104.61,73.35,173.76,23.49,42.71,1006.27,-1.12,3,126.7843704,37.3942451,42.01,-0.03,-0.03,0.12,1,1,1443,1468,1533,1483
115535,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.90,39.00,12.30,104.61,73.35,173.76,23.49,42.71,1006.27,-1.13,3,126.7843704,37.3942451,42.01,-0.03,-0.03,0.12,1,1,1443,1468,1533,1483
115629,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.00,12.30,104.61,73.36,173.77,23.49,42.71,1006.26,-1.12,3,126.7843704,37.3942451,42.01,-0.03,-0.03,0.12,1,1,1443,1468,1533,1483
115703,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.10,39.00,12.50,104.62,73.36,173.77,23.49,42.71,1006.27,-1.13,3,126.7843704,37.3942451,41.99,-0.04,-0.00,0.08,1,1,1443,1468,1533,1483
115777,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.40,39.20,12.50,104.62,73.36,173.77,23.49,42.72,1006.26,-1.09,3,126.7843704,37.3942451,41.99,-0.04,-0.00,0.08,1,1,1443,1468,1533,1483
115855,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.20,39.50,12.70,104.62,73.36,173.77,23.49,42.71,1006.26,-1.09,3,126.7843704,37.3942451,41.99,-0.04,-0.00,0.08,1,1,1443,1468,1533,1483
115930,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.40,104.61,73.36,173.76,23.49,42.71,1006.27,-1.13,3,126.7843704,37.3942451,41.98,-0.02,0.01,0.07,1,1,1443,1468,1533,1483
116004,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.90,38.90,12.40,104.61,73.36,173.76,23.49,42.72,1006.27,-1.18,3,126.7843704,37.3942451,41.98,-0.02,0.01,0.07,1,1,1443,1468,1533,1483
116098,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.30,104.61,73.36,173.76,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.98,-0.02,0.01,0.07,1,1,1443,1468,1533,1483
116173,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.60,12.50,104.61,73.36,173.76,23.49,42.72,1006.26,-1.12,3,126.7843704,37.3942451,41.98,-0.02,0.01,0.07,1,1,1443,1468,1533,1483
116246,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.80,39.30,12.70,104.61,73.36,173.76,23.49,42.72,1006.26,-1.09,3,126.7843704,37.3942451,41.98,0.05,0.01,-0.01,1,1,1443,1468,1533,1483
116323,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.70,39.20,11.90,104.61,73.36,173.76,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.98,0.05,0.01,-0.01,1,1,1443,1468,1533,1483
116413,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.00,39.30,12.00,104.61,73.36,173.76,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.98,0.05,0.01,-0.01,1,1,1443,1468,1533,1483
116472,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.60,39.50,12.40,104.61,73.36,173.76,23.49,42.72,1006.26,-1.12,3,126.7843704,37.3942451,41.96,0.05,0.03,-0.09,1,1,1443,1468,1533,1483
116550,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.30,39.20,12.70,104.62,73.36,173.77,23.49,42.72,1006.27,-1.14,3,126.7843704,37.3942451,41.96,0.05,0.03,-0.09,1,1,1443,1468,1533,1483
116641,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.30,12.70,104.62,73.36,173.77,23.49,42.72,1006.27,-1.15,3,126.7843704,37.3942451,41.96,0.05,0.03,-0.09,1,1,1443,1468,1533,1483
116714,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.00,12.80,104.61,73.36,173.76,23.49,42.72,1006.27,-1.15,3,126.7843704,37.3942451,41.97,0.04,0.00,-0.07,1,1,1443,1468,1533,1483
116793,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.10,39.00,12.20,104.61,73.36,173.76,23.49,42.72,1006.27,-1.16,3,126.7843704,37.3942451,41.97,0.04,0.00,-0.07,1,1,1443,1468,1533,1483
116883,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.50,39.20,12.30,104.61,73.36,173.77,23.49,42.72,1006.27,-1.18,3,126.7843704,37.3942451,41.97,0.04,0.00,-0.07,1,1,1443,1468,1533,1483
116943,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.20,12.50,104.62,73.36,173.77,23.49,42.72,1006.27,-1.18,3,126.7843704,37.3942451,41.97,0.04,-0.00,-0.07,1,1,1443,1468,1533,1483
117021,-0.96,-0.25,-0.08,0.00,0.00,0.00,39.40,39.30,12.30,104.62,73.36,173.77,23.49,42.72,1006.27,-1.20,3,126.7843704,37.3942451,41.97,0.04,-0.00,-0.07,1,1,1443,1468,1533,1483
117110,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.30,12.50,104.62,73.37,173.77,23.49,42.72,1006.27,-1.20,3,126.7843704,37.3942451,41.97,0.04,-0.00,-0.07,1,1,1443,1468,1533,1483
117184,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.50,12.60,104.62,73.37,173.77,23.49,42.72,1006.27,-1.14,3,126.7843704,37.3942451,41.98,0.01,-0.01,-0.09,1,1,1443,1468,1533,1483
117249,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.10,12.90,104.61,73.37,173.77,23.49,42.72,1006.26,-1.12,3,126.7843704,37.3942451,41.98,0.01,-0.01,-0.09,1,1,1443,1468,1533,1483
117337,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.10,39.30,12.90,104.62,73.37,173.77,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.98,0.01,-0.01,-0.09,1,1,1443,1468,1533,1483
117412,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.10,39.50,12.60,104.62,73.37,173.78,23.49,42.72,1006.26,-1.11,3,126.7843704,37.3942451,41.98,0.01,-0.01,-0.09,1,1,1443,1468,1533,1483
117490,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.20,12.60,104.62,73.37,173.77,23.49,42.72,1006.26,-1.11,3,126.7843704,37.3942451,41.98,0.02,-0.02,-0.09,1,1,1443,1468,1533,1483
117578,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.60,13.00,104.62,73.37,173.77,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.98,0.02,-0.02,-0.09,1,1,1443,1468,1533,1483
117652,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.20,39.00,12.50,104.62,73.37,173.77,23.49,42.72,1006.27,-1.12,3,126.7843704,37.3942451,41.98,0.02,-0.02,-0.09,1,1,1443,1468,1533,1483
117731,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.50,12.60,104.62,73.37,173.77,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.99,0.01,-0.01,-0.09,1,1,1443,1468,1533,1483
117804,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.60,12.20,104.62,73.37,173.77,23.49,42.72,1006.26,-1.11,3,126.7843704,37.3942451,41.99,0.01,-0.01,-0.09,1,1,1443,1468,1533,1483
117894,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.70,39.30,12.60,104.62,73.37,173.77,23.49,42.72,1006.26,-1.09,3,126.7843704,37.3942451,41.99,0.01,-0.01,-0.09,1,1,1443,1468,1533,1483
117972,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.30,12.20,104.61,73.37,173.76,23.49,42.72,1006.26,-1.08,3,126.7843704,37.3942451,41.99,0.02,0.05,-0.06,1,1,1443,1468,1533,1483
118032,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.10,12.70,104.61,73.37,173.76,23.49,42.72,1006.26,-1.10,3,126.7843704,37.3942451,41.99,0.02,0.05,-0.06,1,1,1443,1468,1533,1483
118122,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.10,12.20,104.62,73.37,173.77,23.49,42.72,1006.26,-1.10,3,126.7843704,37.3942451,41.99,0.02,0.05,-0.06,1,1,1443,1468,1533,1483
118200,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.10,39.10,12.60,104.62,73.37,173.77,23.49,42.72,1006.26,-1.12,3,126.7843704,37.3942451,41.97,-0.01,0.00,0.00,1,1,1443,1468,1533,1483
118274,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.60,12.60,104.62,73.38,173.77,23.49,42.72,1006.27,-1.12,3,126.7843704,37.3942451,41.97,-0.01,0.00,0.00,1,1,1443,1468,1533,1483
118363,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.40,39.50,12.40,104.62,73.38,173.77,23.49,42.72,1006.27,-1.14,3,126.7843704,37.3942451,41.97,-0.01,0.00,0.00,1,1,1443,1468,1533,1483
118442,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.00,39.20,12.60,104.62,73.37,173.77,23.49,42.72,1006.27,-1.17,3,126.7843704,37.3942451,41.96,-0.01,0.00,-0.01,1,1,1443,1468,1533,1483
118516,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,39.10,12.20,104.62,73.37,173.77,23.49,42.72,1006.27,-1.17,3,126.7843704,37.3942451,41.96,-0.01,0.00,-0.01,1,1,1443,1468,1533,1483
118605,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.20,12.30,104.63,73.38,173.78,23.49,42.72,1006.27,-1.16,3,126.7843704,37.3942451,41.96,-0.01,0.00,-0.01,1,1,1443,1468,1533,1483
118683,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.20,39.20,12.10,104.63,73.38,173.78,23.49,42.72,1006.27,-1.16,3,126.7843704,37.3942451,41.96,-0.02,0.00,0.01,1,1,1443,1468,1533,1483
118758,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,39.30,12.50,104.64,73.38,173.79,23.49,42.72,1006.27,-1.15,3,126.7843704,37.3942451,41.96,-0.02,0.00,0.01,1,1,1443,1468,1533,1483
118831,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.70,39.10,12.30,104.63,73.38,173.78,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.96,-0.02,0.00,0.01,1,1,1443,1468,1533,1483
118923,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,11.80,104.63,73.38,173.78,23.49,42.72,1006.27,-1.16,3,126.7843704,37.3942451,41.96,-0.02,0.00,0.01,1,1,1443,1468,1533,1483
118997,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.10,39.30,12.10,104.64,73.38,173.79,23.49,42.72,1006.26,-1.10,3,126.7843704,37.3942451,41.93,0.01,-0.01,0.02,1,1,1443,1468,1533,1483
119071,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.00,39.10,12.40,104.64,73.38,173.79,23.49,42.72,1006.26,-1.12,3,126.7843704,37.3942451,41.93,0.01,-0.01,0.02,1,1,1443,1468,1533,1483
119149,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,12.20,104.64,73.38,173.79,23.49,42.73,1006.26,-1.08,3,126.7843704,37.3942451,41.93,0.01,-0.01,0.02,1,1,1443,1468,1533,1483
119224,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.30,12.40,104.63,73.38,173.78,23.49,42.73,1006.26,-1.11,3,126.7843704,37.3942451,41.92,0.03,-0.02,0.05,1,1,1443,1468,1533,1483
119297,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.50,12.30,104.63,73.38,173.78,23.49,42.73,1006.27,-1.13,3,126.7843704,37.3942451,41.92,0.03,-0.02,0.05,1,1,1443,1468,1533,1483
119390,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.00,39.30,12.50,104.64,73.38,173.78,23.49,42.73,1006.27,-1.13,3,126.7843704,37.3942451,41.92,0.03,-0.02,0.05,1,1,1443,1468,1533,1483
119465,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,38.90,12.60,104.63,73.38,173.78,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.89,0.02,0.00,-0.02,1,1,1443,1468,1533,1483
119539,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.20,12.20,104.63,73.38,173.78,23.49,42.73,1006.27,-1.13,3,126.7843704,37.3942451,41.89,0.02,0.00,-0.02,1,1,1443,1468,1533,1483
119618,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.10,39.20,12.30,104.64,73.38,173.79,23.49,42.72,1006.27,-1.13,3,126.7843704,37.3942451,41.89,0.02,0.00,-0.02,1,1,1443,1468,1533,1483
119691,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.30,12.80,104.63,73.38,173.78,23.49,42.72,1006.27,-1.14,3,126.7843704,37.3942451,41.87,-0.03,-0.03,0.09,1,1,1443,1468,1533,1483
119780,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.20,12.50,104.63,73.38,173.78,23.49,42.72,1006.27,-1.15,3,126.7843704,37.3942451,41.87,-0.03,-0.03,0.09,1,1,1443,1468,1533,1483
119858,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,39.10,12.30,104.63,73.38,173.78,23.49,42.72,1006.27,-1.17,3,126.7843704,37.3942451,41.87,-0.03,-0.03,0.09,1,1,1443,1468,1533,1483
119932,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.10,12.70,104.63,73.38,173.78,23.49,42.72,1006.27,-1.19,3,126.7843704,37.3942451,41.83,0.01,0.00,0.00,1,1,1443,1468,1533,1483
120021,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,39.00,12.20,104.63,73.38,173.78,23.49,42.72,1006.27,-1.19,3,126.7843704,37.3942451,41.83,0.01,0.00,0.00,1,1,1443,1468,1533,1483
120100,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.00,12.80,104.63,73.38,173.78,23.49,42.72,1006.28,-1.23,3,126.7843704,37.3942451,41.83,0.01,0.00,0.00,1,1,1443,1468,1533,1483
120174,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.60,39.20,12.60,104.62,73.38,173.77,23.49,42.72,1006.28,-1.21,3,126.7843704,37.3942451,41.83,0.01,0.00,0.00,1,1,1443,1468,1533,1483
120264,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,39.50,12.40,104.62,73.38,173.77,23.49,42.72,1006.27,-1.19,3,126.7843704,37.3942451,41.82,-0.01,-0.03,0.04,1,1,1443,1468,1533,1483
120323,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.40,39.00,12.30,104.62,73.38,173.77,23.49,42.72,1006.27,-1.19,3,126.7843704,37.3942451,41.82,-0.01,-0.03,0.04,1,1,1443,1468,1533,1483
120397,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,38.70,12.70,104.62,73.38,173.77,23.49,42.72,1006.27,-1.19,3,126.7843704,37.3942451,41.82,-0.01,-0.03,0.04,1,1,1443,1468,1533,1483
120491,-0.96,-0.26,-0.07,0.00,0.00,0.00,40.00,38.80,12.80,104.62,73.38,173.77,23.49,42.72,1006.27,-1.17,3,126.7843704,37.3942451,41.80,0.01,-0.01,0.02,1,1,1443,1468,1533,1483
120551,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.10,12.60,104.62,73.38,173.77,23.49,42.72,1006.27,-1.17,3,126.7843704,37.3942451,41.80,0.01,-0.01,0.02,1,1,1443,1468,1533,1483
120644,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.10,12.70,104.61,73.38,173.76,23.49,42.73,1006.27,-1.19,3,126.7843704,37.3942451,41.80,0.01,-0.01,0.02,1,1,1443,1468,1533,1483
120733,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.20,12.80,104.61,73.38,173.76,23.49,42.73,1006.27,-1.20,3,126.7843704,37.3942451,41.78,-0.02,0.01,0.01,1,1,1443,1468,1533,1483
120792,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.30,12.60,104.61,73.38,173.76,23.49,42.73,1006.27,-1.20,3,126.7843704,37.3942451,41.78,-0.02,0.01,0.01,1,1,1443,1468,1533,1483
120866,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.00,12.70,104.61,73.38,173.76,23.49,42.73,1006.27,-1.19,3,126.7843704,37.3942451,41.78,-0.02,0.01,0.01,1,1,1443,1468,1533,1483
120961,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.50,12.20,104.62,73.38,173.77,23.49,42.73,1006.27,-1.17,3,126.7843704,37.3942451,41.76,-0.05,-0.00,-0.01,1,1,1443,1468,1533,1483
121021,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.10,12.70,104.61,73.38,173.76,23.49,42.73,1006.27,-1.17,3,126.7843704,37.3942451,41.76,-0.05,-0.00,-0.01,1,1,1443,1468,1533,1483
121114,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.20,12.40,104.62,73.38,173.77,23.49,42.73,1006.27,-1.13,3,126.7843704,37.3942451,41.76,-0.05,-0.00,-0.01,1,1,1443,1468,1533,1483
121203,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.20,12.50,104.62,73.38,173.77,23.49,42.73,1006.26,-1.10,3,126.7843704,37.3942451,41.75,-0.01,0.02,-0.03,1,1,1443,1468,1533,1483
121248,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.90,39.20,12.90,104.62,73.38,173.77,23.49,42.73,1006.26,-1.10,3,126.7843704,37.3942451,41.75,-0.01,0.02,-0.03,1,1,1443,1468,1533,1483
121336,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.20,12.50,104.61,73.38,173.76,23.49,42.73,1006.27,-1.13,3,126.7843704,37.3942451,41.75,-0.01,0.02,-0.03,1,1,1443,1468,1533,1483
121430,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.40,39.30,12.60,104.62,73.38,173.77,23.49,42.73,1006.27,-1.19,3,126.7843704,37.3942451,41.75,-0.01,0.02,-0.03,1,1,1443,1468,1533,1483
121489,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.00,12.40,104.62,73.38,173.77,23.49,42.73,1006.27,-1.19,3,126.7843704,37.3942451,41.76,0.00,0.00,-0.02,1,1,1443,1468,1533,1483
121582,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,38.90,12.70,104.62,73.39,173.77,23.49,42.73,1006.27,-1.18,3,126.7843704,37.3942451,41.76,0.00,0.00,-0.02,1,1,1443,1468,1533,1483
121671,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.80,39.30,12.40,104.61,73.38,173.76,23.49,42.73,1006.27,-1.18,3,126.7843704,37.3942451,41.76,0.00,0.00,-0.02,1,1,1443,1468,1533,1483
121731,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.60,39.30,12.60,104.62,73.38,173.77,23.49,42.73,1006.27,-1.18,3,126.7843704,37.3942451,41.76,-0.03,-0.01,0.01,1,1,1443,1468,1533,1483
121804,-0.96,-0.25,-0.07,0.00,0.00,0.00,40.00,39.30,12.50,104.61,73.38,173.76,23.49,42.73,1006.27,-1.19,3,126.7843704,37.3942451,41.76,-0.03,-0.01,0.01,1,1,1443,1468,1533,1483
121884,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.30,12.50,104.62,73.38,173.77,23.49,42.73,1006.27,-1.18,3,126.7843704,37.3942451,41.76,-0.03,-0.01,0.01,1,1,1443,1468,1533,1483
121959,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.70,39.10,12.20,104.62,73.38,173.77,23.49,42.73,1006.27,-1.16,3,126.7843704,37.3942413,41.74,-0.01,-0.02,-0.06,1,1,1443,1468,1533,1483
122032,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.50,39.00,12.60,104.61,73.39,173.76,23.49,42.73,1006.27,-1.18,3,126.7843704,37.3942413,41.74,-0.01,-0.02,-0.06,1,1,1443,1468,1533,1483
122141,-0.96,-0.25,-0.07,0.00,0.00,0.00,39.40,39.30,12.70,104.61,73.39,173.76,23.49,42.73,1006.27,-1.18,3,126.7843704,37.3942413,41.74,-0.01,-0.02,-0.06,1,1,1443,1468,1533,1483
122201,-0.96,-0.26,-0.07,0.00,0.00,0.00,39.80,39.10,12.70,104.61,73.39,173.76,23.49,42.73,1006.27,-1.18,3,126.7843704,37.3942413,41.75,-0.01,-0.01,-0.05,1,1,1443,1468,1533,1483
